指标ID,PORK_CHN,VEG_CHN,FRU_CHN,IMA_NUT_CHN,IMV_NUT_CHN,IMA_FOO_CHN,IMV_FOO_CHN,IMA_SOB_CHN,IMV_SOB_CHN,RIC_P_CHN,BEP_P_CHN,IMA_VEO_CHN,IMV_VEO_CHN,VEO_P_CHN,IMA_IRO_CHN,IMV_IRO_CHN,IMP_IRO_CHN,IMV_COP_CHN,IMP_COP_CHN,IMA_COP_CHN,IMA_COA_CHN,IMV_COA_CHN,COA_I_CHN,IMA_CRO_CHN,IMV_CRO_CHN,IMV_PEP_CHN,IMA_PEP_CHN,P95_P_CHN,NAG_P_CHN,IMA_NAG_CHN,IMV_NAG_CHN,IMP_RAE_CHN,IMA_RAE_CHN,IMV_RAE_CHN,IMA_MEM_CHN,IMV_MEM_CHN,IMP_MEM_CHN,IMV_FER_CHN,IMA_FER_CHN,FER_I_GLB,IMA_INC_CHN,IMV_INC_CHN,IMP_INC_CHN,IMA_NHP_CHN,IMV_NHP_CHN
2010-11-12,,,,,,,,,,,3643.0,,,10620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-15,,,,,,,,,,,3533.0,,,10500.0,,,,,,,,,,,,,,9275.0,,,,,,,,,,,,,,,,,
2010-11-16,,,,,,,,,,,3533.0,,,10580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-17,,,,,,,,,,,3465.0,,,10520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-18,,,,,,,,,,,3442.0,,,10470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-19,,,,,,,,,,,3454.0,,,10390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-22,,,,,,,,,,,3430.0,,,10310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-23,,,,,,,,,,,3438.0,,,10300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-24,,,,,,,,,,,3436.0,,,10220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-25,,,,,,,,,,,3440.0,,,10220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-26,,,,,,,,,,,3440.0,,,10220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-29,,,,,,,,,,,3404.0,,,10220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,,,,23481.3,206844.99999999997,292950.3,602.0,278034.8,547.5107,,3392.0,57892.7,60.0,10100.0,833734.4,5738.0,,,,116719.90000000001,164763.9474,1627.7465,,1205966.5999999999,2091.0,352.0,224522.4,,,19212.5869,88.463533,,,,,,108.6,55.0,19338.5,118.16,1398213.9,18244.0,,3685232.8,9244.0
2010-12-01,,,,,,,,,,,3392.0,,,10080.0,,,,,,,,,,,,,,9275.0,,,,,,,,,,,,,,,,,
2010-12-02,,,,,,,,,,,3425.0,,,10080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-03,,,,,,,,,,,3413.0,,,10080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-06,,,,,,,,,,,3425.0,,,10080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-07,,,,,,,,,,,3420.0,,,10120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-08,,,,,,,,,,,3401.0,,,10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-09,,,,,,,,,,,3382.0,,,10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-10,,,,,,,,,,,3376.0,,,10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-13,,,,,,,,,,,3359.0,,,10140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-14,,,,,,,,,,,3374.0,,,10140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-15,,,,,,,,,,,3377.0,,,10140.0,,,,,,,,,,,,,,9588.0,,,,,,,,,,,,,,,,,
2010-12-16,,,,,,,,,,,3375.0,,,10140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-17,,,,,,,,,,,3360.0,,,10140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-20,,,,,,,,,,,3368.0,,,10120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-21,,,,,,,,,,,3373.0,,,10120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-22,,,,,,,,,,,3385.0,,,10120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-23,,,,,,,,,,,3380.0,,,10130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-24,,,,,,,,,,,3405.0,,,10140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-27,,,,,,,,,,,3407.0,,,10180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-28,,,,,,,,,,,3444.0,,,10260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-29,,,,,,,,,,,3442.0,,,10260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-30,,,,,,,,,,,3441.0,,,10190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,,,22468.1,354364.0,308592.8,597.0,288837.3,542.6107,,3447.0,79376.90000000001,79.0,10190.0,848676.8,5808.0,,,,109704.3,204205.40099999998,1980.8526000000002,,1271099.2,2086.0,396.00000000000006,269361.69999999995,,,34468.4426,146.64134,,,,,,119.9,69.0,25184.699999999997,120.83,1382449.2,18696.0,,3867518.2,9302.0
2011-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,9609.0,,,,,,,,,,,,,,,,,
2011-01-04,,,,,,,,,,,3451.0,,,10270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-05,,,,,,,,,,,3455.0,,,10270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-06,,,,,,,,,,,3477.0,,,10340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-07,,,,,,,,,,,3475.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-10,,,,,,,,,,,3469.0,,,10480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-11,,,,,,,,,,,3486.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-12,,,,,,,,,,,3481.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-13,,,,,,,,,,,3545.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-14,,,,,,,,,,,3543.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,9608.0,,,,,,,,,,,,,,,,,
2011-01-17,,,,,,,,,,,3540.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-18,,,,,,,,,,,3535.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-19,,,,,,,,,,,3524.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-20,,,,,,,,,,,3522.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-21,,,,,,,,,,,3518.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-24,,,,,,,,,,,3518.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-25,,,,,,,,,,,3517.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-26,,,,,,,,,,,3508.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-27,,,,,,,,,,,3505.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-28,,,,,,,,,,,3507.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,,,,32866.8,311061.0,305986.0,571.0,286860.0,513.6,,3499.0,65139.3,61.0,10440.0,1044303.2000000001,6897.0,,,,129549.8,211563.9269,1891.0084,,1418063.4000000001,2180.0,385.0,260492.7,,,25042.5427,81.418608,,,,,,101.1,78.0,31148.2,120.67,1397759.3,18080.0,,3781001.9,9805.0
2011-02-01,,,,,,,,,,,3499.0,,,10440.0,,,,,,,,,,,,,,9617.0,,,,,,,,,,,,,,,,,
2011-02-09,,,,,,,,,,,3518.0,,,10440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-10,,,,,,,,,,,3570.0,,,10520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-11,,,,,,,,,,,3560.0,,,10580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-14,,,,,,,,,,,3551.0,,,10580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-15,,,,,,,,,,,3531.0,,,10580.0,,,,,,,,,,,,,,9981.0,,,,,,,,,,,,,,,,,
2011-02-16,,,,,,,,,,,3488.0,,,10580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17,,,,,,,,,,,3488.0,,,10540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-18,,,,,,,,,,,3491.0,,,10560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-21,,,,,,,,,,,3462.0,,,10540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-22,,,,,,,,,,,3455.0,,,10540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-23,,,,,,,,,,,3395.0,,,10460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-24,,,,,,,,,,,3386.0,,,10360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-25,,,,,,,,,,,3377.0,,,10360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,,,,13697.599999999999,176035.0,156658.4,299.0,135384.0,231.9705,,3388.0,44397.0,41.0,10360.0,772952.7000000001,4881.0,,,,99706.0,84038.4426,772.8709,,1349145.3,1995.0,330.0,223507.09999999998,,,25867.3039,121.966382,,,,,,84.0,27.0,10421.7,115.48,966651.2,13049.000000000002,,2598647.8,6405.0
2011-03-01,,,,,,,,,,,3383.0,,,10400.0,,,,,,,,,,,,,,9988.0,,,,,,,,,,,,,,,,,
2011-03-02,,,,,,,,,,,3381.0,,,10400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-03,,,,,,,,,,,3397.0,,,10460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-04,,,,,,,,,,,3424.0,,,10460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-07,,,,,,,,,,,3416.0,,,10460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-08,,,,,,,,,,,3402.0,,,10460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-09,,,,,,,,,,,3378.0,,,10400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-10,,,,,,,,,,,3320.0,,,10340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-11,,,,,,,,,,,3318.0,,,10340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-14,,,,,,,,,,,3285.0,,,10300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-15,,,,,,,,,,,3251.0,,,10260.0,,,,,,,,,,,,,,9998.0,,,,,,,,,,,,,,,,,
2011-03-16,,,,,,,,,,,3181.0,,,10140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-17,,,,,,,,,,,3171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-18,,,,,,,,,,,3189.0,,,10180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-21,,,,,,,,,,,3195.0,,,10180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-22,,,,,,,,,,,3220.0,,,10180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-23,,,,,,,,,,,3222.0,,,10180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-24,,,,,,,,,,,3210.0,,,10180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-25,,,,,,,,,,,3200.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-28,,,,,,,,,,,3198.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-29,,,,,,,,,,,3190.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-30,,,,,,,,,,,3190.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,20136.6,331109.0,240990.1,454.0,208194.80000000002,351.1095,,3198.0,37883.9,32.0,10060.0,955930.8,5948.0,,,,112367.9,110121.4724,1134.7737,,1587422.2,2167.0,387.99999999999994,292490.2,,,36125.3749,149.844901,,,,,,98.7,45.0,17878.3,111.73,1493666.1,19501.0,,4037604.2,11014.0
2011-04-01,,,,,,,,,,,3229.0,,,10060.0,,,,,,,,,,,,,,10535.0,,,,,,,,,,,,,,,,,
2011-04-06,,,,,,,,,,,3205.0,,,10100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-07,,,,,,,,,,,3192.0,,,10100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-08,,,,,,,,,,,3176.0,,,10100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-11,,,,,,,,,,,3028.0,,,10200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-12,,,,,,,,,,,3179.0,,,10220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-13,,,,,,,,,,,3153.0,,,10140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-14,,,,,,,,,,,3151.0,,,10140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-15,,,,,,,,,,,3148.0,,,10140.0,,,,,,,,,,,,,,10555.0,,,,,,,,,,,,,,,,,
2011-04-18,,,,,,,,,,,3128.0,,,10120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-19,,,,,,,,,,,3122.0,,,10100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-20,,,,,,,,,,,3115.0,,,10080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-21,,,,,,,,,,,3126.0,,,10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-22,,,,,,,,,,,3136.0,,,10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-25,,,,,,,,,,,3137.0,,,10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-26,,,,,,,,,,,3128.0,,,10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-27,,,,,,,,,,,3116.0,,,10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-28,,,,,,,,,,,3107.0,,,10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-29,,,,,,,,,,,3098.0,,,10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,,,,24518.8,338090.0,261482.4,490.99999999999994,226786.0,387.76590000000004,,,57906.0,49.0,,848460.3,5288.0,,,,116358.8,128962.21949999999,1317.9969,,1718814.2000000002,2154.0,322.0,269994.3,,,38164.1216,150.014155,,,,,,131.3,71.0,29244.600000000002,110.52,1369652.4,18617.0,,3782155.8,10337.0
2011-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,10564.0,,,,,,,,,,,,,,,,,
2011-05-03,,,,,,,,,,,3104.0,,,10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-04,,,,,,,,,,,3094.0,,,10060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-05,,,,,,,,,,,3081.0,,,10040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-06,,,,,,,,,,,3073.0,,,9950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-09,,,,,,,,,,,3060.0,,,9890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-10,,,,,,,,,,,3064.0,,,9890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-11,,,,,,,,,,,3071.0,,,9880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-12,,,,,,,,,,,3059.0,,,9880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-13,,,,,,,,,,,3058.0,,,9880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,10566.0,,,,,,,,,,,,,,,,,
2011-05-16,,,,,,,,,,,3058.0,,,9880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-17,,,,,,,,,,,3050.0,,,9880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-18,,,,,,,,,,,3051.0,,,9880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-19,,,,,,,,,,,3071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-20,,,,,,,,,,,3075.0,,,9900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-23,,,,,,,,,,,3086.0,,,9880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-24,,,,,,,,,,,3083.0,,,9880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-25,,,,,,,,,,,3083.0,,,9880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-26,,,,,,,,,,,3083.0,,,9880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-27,,,,,,,,,,,3087.0,,,9900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-30,,,,,,,,,,,3093.0,,,9950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,,,,30716.000000000004,312169.0,294866.7,543.0,264952.2,456.44200000000006,,3086.0,48723.799999999996,39.0,9970.0,890913.6000000001,5330.0,,,,120505.90000000001,158407.7394,1612.2846,,1816411.0,2155.0,339.0,285954.60000000003,,,42899.0795,184.641137,,,,,,101.5,85.0,34153.9,108.36,1377050.0,18827.0,,3820908.8,9417.0
2011-06-01,,,,,,,,,,,3088.0,,,9970.0,,,,,,,,,,,,,,10570.0,,,,,,,,,,,,,,,,,
2011-06-02,,,,,,,,,,,3090.0,,,9970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-03,,,,,,,,,,,3120.0,,,10030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-07,,,,,,,,,,,3121.0,,,10110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-08,,,,,,,,,,,3122.0,,,10130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-09,,,,,,,,,,,3129.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-10,,,,,,,,,,,3129.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-13,,,,,,,,,,,3129.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-14,,,,,,,,,,,3130.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-15,,,,,,,,,,,3130.0,,,10160.0,,,,,,,,,,,,,,10572.0,,,,,,,,,,,,,,,,,
2011-06-16,,,,,,,,,,,3148.0,,,10120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-17,,,,,,,,,,,3149.0,,,10120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-20,,,,,,,,,,,3146.0,,,10120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-21,,,,,,,,,,,3146.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-22,,,,,,,,,,,3175.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-23,,,,,,,,,,,3169.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-24,,,,,,,,,,,3163.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-27,,,,,,,,,,,3166.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-28,,,,,,,,,,,3170.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-29,,,,,,,,,,,3179.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,25883.399999999998,251001.0,282570.39999999997,535.0,246269.7,430.0,,,58457.9,47.0,10160.0,857069.5999999999,5109.0,,,,146589.5,175738.40709999998,1714.8707,,1591226.7,1970.0000000000002,340.0,278850.3,,,44047.1844,196.073197,,,,,,109.7,72.0,30634.300000000003,146.02,1382006.7,17961.0,,3861353.9,9225.0
2011-07-01,,,,,,,,,,,,,,10160.0,,,,,,,,,,,,,,10588.0,,,,,,,,,,,,,,,,,
2011-07-04,,,,,,,,,,,3185.0,,,10160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-05,,,,,,,,,,,3195.0,,,10200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-06,,,,,,,,,,,3195.0,,,10240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-07,,,,,,,,,,,3200.0,,,10240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-08,,,,,,,,,,,3214.0,,,10320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-11,,,,,,,,,,,3222.0,,,10320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-12,,,,,,,,,,,3221.0,,,10320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-13,,,,,,,,,,,3243.0,,,10320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-14,,,,,,,,,,,3303.0,,,10340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-15,,,,,,,,,,,3303.0,,,10370.0,,,,,,,,,,,,,,10588.0,,,,,,,,,,,,,,,,,
2011-07-18,,,,,,,,,,,3306.0,,,10410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-19,,,,,,,,,,,3305.0,,,10410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-20,,,,,,,,,,,3310.0,,,10410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-21,,,,,,,,,,,3311.0,,,10420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-22,,,,,,,,,,,3316.0,,,10420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-25,,,,,,,,,,,3318.0,,,10430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-26,,,,,,,,,,,3307.0,,,10450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-27,,,,,,,,,,,3319.0,,,10450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-28,,,,,,,,,,,3315.0,,,10450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-29,,,,,,,,,,,3310.0,,,10450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-31,,,,21426.0,237702.0,332482.6,611.0,306160.1,456.0,,,82846.0,70.0,,944928.1,5455.0,,,,109371.29999999999,234183.4992,2123.7804,,1562436.5999999999,1943.0,308.0,242969.0,,,51159.2375,213.005253,,,,,,112.0,52.0,22246.600000000002,153.45,1397244.0999999999,17958.0,,3976078.4000000004,9447.0
2011-08-01,,,,,,,,,,,3310.0,,,10450.0,,,,,,,,,,,,,,10592.0,,,,,,,,,,,,,,,,,
2011-08-02,,,,,,,,,,,3315.0,,,10450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-03,,,,,,,,,,,3326.0,,,10540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-04,,,,,,,,,,,3320.0,,,10540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-05,,,,,,,,,,,3297.0,,,10540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-08,,,,,,,,,,,3281.0,,,10540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-09,,,,,,,,,,,3225.0,,,10540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-10,,,,,,,,,,,3224.0,,,10540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-11,,,,,,,,,,,3238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-12,,,,,,,,,,,3289.0,,,10560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-15,,,,,,,,,,,3299.0,,,10560.0,,,,,,,,,,,,,,10591.0,,,,,,,,,,,,,,,,,
2011-08-16,,,,,,,,,,,3302.0,,,10560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-17,,,,,,,,,,,3297.0,,,10570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-18,,,,,,,,,,,3300.0,,,10570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-19,,,,,,,,,,,3288.0,,,10570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-22,,,,,,,,,,,3288.0,,,10570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-23,,,,,,,,,,,3298.0,,,10570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-24,,,,,,,,,,,3297.0,,,10570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-25,,,,,,,,,,,3287.0,,,10570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-26,,,,,,,,,,,3285.0,,,10570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-29,,,,,,,,,,,3329.0,,,10600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-30,,,,,,,,,,,3349.0,,,10620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
